results_id,experiment_id,group_id,sample_id,analysis_name,analysis_id,original_assay_type,assay_id,analysis_type,datatype,datatype_id,file_access,file_type,replications,comments,document_id,original_assay_type_id
1878,1039,SDY1276GSE48024,1878,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1879,1039,SDY1276GSE48024,1879,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1880,1039,SDY1276GSE48024,1880,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1881,1039,SDY1276GSE48024,1881,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1882,1039,SDY1276GSE48024,1882,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1883,1039,SDY1276GSE48024,1883,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1884,1039,SDY1276GSE48024,1884,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1885,1039,SDY1276GSE48024,1885,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1886,1039,SDY1276GSE48024,1886,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1887,1887,SDY1260GSE52245,1887,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1888,1888,SDY1260GSE52245,1888,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1889,1887,SDY1260GSE52245,1889,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1890,1888,SDY1260GSE52245,1890,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1891,1887,SDY1260GSE52245,1891,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1892,1887,SDY1260GSE52245,1892,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1893,1887,SDY1260GSE52245,1893,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1894,1888,SDY1260GSE52245,1894,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1895,1888,SDY1260GSE52245,1895,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1896,1887,SDY1260GSE52245,1896,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1897,1887,SDY1260GSE52245,1897,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1898,1888,SDY1260GSE52245,1898,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1899,1887,SDY1260GSE52245,1899,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1900,1888,SDY1260GSE52245,1900,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1901,1888,SDY1260GSE52245,1901,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1902,1887,SDY1260GSE52245,1902,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1903,1887,SDY1260GSE52245,1903,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1904,1887,SDY1260GSE52245,1904,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1905,1888,SDY1260GSE52245,1905,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1906,1888,SDY1260GSE52245,1906,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1907,1887,SDY1260GSE52245,1907,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1908,1888,SDY1260GSE52245,1908,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1909,1887,SDY1260GSE52245,1909,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1910,1888,SDY1260GSE52245,1910,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1911,1887,SDY1260GSE52245,1911,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1912,1888,SDY1260GSE52245,1912,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1913,1887,SDY1260GSE52245,1913,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1914,1887,SDY1260GSE52245,1914,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1915,1887,SDY1260GSE52245,1915,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1916,1888,SDY1260GSE52245,1916,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1917,1887,SDY1260GSE52245,1917,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1918,1888,SDY1260GSE52245,1918,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1919,1887,SDY1260GSE52245,1919,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1920,1888,SDY1260GSE52245,1920,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1921,1887,SDY1260GSE52245,1921,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1922,1887,SDY1260GSE52245,1922,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1923,1887,SDY1260GSE52245,1923,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1924,1888,SDY1260GSE52245,1924,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1925,1888,SDY1260GSE52245,1925,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1926,1887,SDY1260GSE52245,1926,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1927,1887,SDY1260GSE52245,1927,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1928,1888,SDY1260GSE52245,1928,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1929,1887,SDY1260GSE52245,1929,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1930,1888,SDY1260GSE52245,1930,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1931,1888,SDY1260GSE52245,1931,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1932,1887,SDY1260GSE52245,1932,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1933,1887,SDY1260GSE52245,1933,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1934,1887,SDY1260GSE52245,1934,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1935,1888,SDY1260GSE52245,1935,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1936,1888,SDY1260GSE52245,1936,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1937,1887,SDY1260GSE52245,1937,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1938,1888,SDY1260GSE52245,1938,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1939,1887,SDY1260GSE52245,1939,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1940,1888,SDY1260GSE52245,1940,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1941,1887,SDY1260GSE52245,1941,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1942,1888,SDY1260GSE52245,1942,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1943,1887,SDY1260GSE52245,1943,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1944,1887,SDY1260GSE52245,1944,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1945,1887,SDY1260GSE52245,1945,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1946,1888,SDY1260GSE52245,1946,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1947,1887,SDY1260GSE52245,1947,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1948,1888,SDY1260GSE52245,1948,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1949,1887,SDY1260GSE52245,1949,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1950,1888,SDY1260GSE52245,1950,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1951,1887,SDY1260GSE52245,1951,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1952,1887,SDY1260GSE52245,1952,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1953,1887,SDY1260GSE52245,1953,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1954,1888,SDY1260GSE52245,1954,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1955,1888,SDY1260GSE52245,1955,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1956,1887,SDY1260GSE52245,1956,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1957,1887,SDY1260GSE52245,1957,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1958,1888,SDY1260GSE52245,1958,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1959,1887,SDY1260GSE52245,1959,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1960,1888,SDY1260GSE52245,1960,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1961,1888,SDY1260GSE52245,1961,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1962,1887,SDY1260GSE52245,1962,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1963,1887,SDY1260GSE52245,1963,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1964,1887,SDY1260GSE52245,1964,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1965,1888,SDY1260GSE52245,1965,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1966,1888,SDY1260GSE52245,1966,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1967,1887,SDY1260GSE52245,1967,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1968,1888,SDY1260GSE52245,1968,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1969,1887,SDY1260GSE52245,1969,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1970,1888,SDY1260GSE52245,1970,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1971,1887,SDY1260GSE52245,1971,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1972,1888,SDY1260GSE52245,1972,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1973,1887,SDY1260GSE52245,1973,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1974,1887,SDY1260GSE52245,1974,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1975,1887,SDY1260GSE52245,1975,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1976,1888,SDY1260GSE52245,1976,RNA Microarray of SDY1260GSE52245,1,Blood.RNA Expression Assay,GPL13158,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,1
1977,1977,SDY1294GSE82152,1977,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1978,1977,SDY1294GSE82152,1978,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1979,1977,SDY1294GSE82152,1979,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1980,1977,SDY1294GSE82152,1980,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1981,1977,SDY1294GSE82152,1981,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1982,1977,SDY1294GSE82152,1982,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1983,1977,SDY1294GSE82152,1983,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1984,1977,SDY1294GSE82152,1984,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1985,1977,SDY1294GSE82152,1985,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1986,1977,SDY1294GSE82152,1986,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1987,1977,SDY1294GSE82152,1987,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1988,1977,SDY1294GSE82152,1988,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1989,1977,SDY1294GSE82152,1989,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1990,1977,SDY1294GSE82152,1990,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
1991,1977,SDY1294GSE82152,1991,RNA Microarray of SDY1294GSE82152,8,Blood.RNA Expression Assay,GPL21975,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,8
